fold,run,algorithm,accuracy,precision,recall,f1_score,convergence_speed,best_loss,threshold_reached,fold_threshold
1,26,Baseline ACOR,0.6666666666666666,0.5238095238095238,0.4925373134328358,0.5076923076923077,101,1.7313475090181267,False,1.4550400800226482
1,27,Baseline ACOR,0.640625,0.4791666666666667,0.34328358208955223,0.4,101,1.4696028715886535,False,1.4550400800226482
1,28,Baseline ACOR,0.6822916666666666,0.5428571428571428,0.5671641791044776,0.5547445255474452,101,1.5088471928579108,False,1.4550400800226482
1,29,Baseline ACOR,0.5729166666666666,0.42424242424242425,0.6268656716417911,0.5060240963855421,101,1.8598323300289548,False,1.4550400800226482
1,30,Baseline ACOR,0.6770833333333334,0.6,0.22388059701492538,0.32608695652173914,101,1.4900613951217472,False,1.4550400800226482
1,31,Baseline ACOR,0.671875,0.55,0.3283582089552239,0.411214953271028,101,1.6082838805986086,False,1.4550400800226482
1,32,Baseline ACOR,0.65625,0.5050505050505051,0.746268656716418,0.6024096385542169,0,1.2262813828447345,True,1.4550400800226482
1,33,Baseline ACOR,0.5364583333333334,0.3472222222222222,0.373134328358209,0.3597122302158273,0,1.2966418903554924,True,1.4550400800226482
1,34,Baseline ACOR,0.6875,0.5507246376811594,0.5671641791044776,0.5588235294117647,0,1.4535349339116905,True,1.4550400800226482
1,35,Baseline ACOR,0.6197916666666666,0.4625,0.5522388059701493,0.5034013605442177,0,1.3058136529887643,True,1.4550400800226482
1,36,Baseline ACOR,0.6614583333333334,0.5416666666666666,0.19402985074626866,0.2857142857142857,0,1.1007636245121377,True,1.4550400800226482
1,37,Baseline ACOR,0.65625,0.5116279069767442,0.3283582089552239,0.4,101,1.5171695537108185,False,1.4550400800226482
1,38,Baseline ACOR,0.6666666666666666,0.5405405405405406,0.29850746268656714,0.38461538461538464,0,1.3501472434420028,True,1.4550400800226482
1,39,Baseline ACOR,0.5833333333333334,0.43010752688172044,0.5970149253731343,0.5,101,1.4662672281749805,False,1.4550400800226482
1,40,Baseline ACOR,0.6197916666666666,0.45,0.40298507462686567,0.4251968503937008,101,1.4777408956551197,False,1.4550400800226482
1,41,Baseline ACOR,0.6927083333333334,0.58,0.43283582089552236,0.49572649572649574,101,1.6491740013049478,False,1.4550400800226482
1,42,Baseline ACOR,0.71875,0.6181818181818182,0.5074626865671642,0.5573770491803278,0,1.351429443249427,True,1.4550400800226482
1,43,Baseline ACOR,0.703125,0.6388888888888888,0.34328358208955223,0.44660194174757284,0,0.9195053008728102,True,1.4550400800226482
1,44,Baseline ACOR,0.5989583333333334,0.4074074074074074,0.3283582089552239,0.36363636363636365,0,1.4469967944884978,True,1.4550400800226482
1,45,Baseline ACOR,0.625,0.4657534246575342,0.5074626865671642,0.4857142857142857,0,1.2355857013816762,True,1.4550400800226482
1,46,Baseline ACOR,0.5572916666666666,0.3875,0.4626865671641791,0.4217687074829932,0,1.210452472937946,True,1.4550400800226482
1,47,Baseline ACOR,0.6875,0.5538461538461539,0.5373134328358209,0.5454545454545454,0,1.371700485588068,True,1.4550400800226482
